#permanent_code,gen1,gen2,gen3,level,name,imp,org_code
50462861;3;2;141;3;Western & Continental;9999;7315060
50462862;3;2;142;3;Yogurt/Juice Bar;9999;7315149
67239937;4;2;1;3;College/University;9;7377002
67239938;4;2;2;3;Junior College/Community College;9;7377003
67239939;4;2;3;3;Unspecified;9;7377001
67502081;4;6;1;3;National;9999;7367011
67502082;4;6;2;3;Order 1 Area;9999;7367010
67502083;4;6;3;3;Order 2 Area;9999;7367009
67502084;4;6;4;3;Order 3 Area;9999;7367008
67502085;4;6;5;3;Order 4 Area;9999;7367007
67502086;4;6;6;3;Order 5 Area;9999;7367006
67502087;4;6;7;3;Order 6 Area;9999;7367005
67502088;4;6;8;3;Order 7 Area;9999;7367004
67502089;4;6;9;3;Order 8 Area;9999;7367003
67502090;4;6;10;3;Order 9 Area;9999;7367002
67502091;4;6;11;3;Supra National;9999;7367012
67502092;4;6;12;3;Unspecified;9999;7367001
67829761;4;11;1;3;Order 1 Area;9;7322004
67829762;4;11;2;3;Order 8 Area;9;7322003
67829763;4;11;3;3;Order 9 Area;9;7322002
67829764;4;11;4;3;Unspecified;9;7322001
67895297;4;12;1;3;General;9;7324002
67895298;4;12;2;3;Local;9;7324003
67895299;4;12;3;3;Unspecified;9;7324001
68091905;4;15;1;3;Passenger Transport Ticket Office;9999;9932002
68091906;4;15;2;3;Pedestrian Subway;9999;9932003
68091907;4;15;3;3;Public Call Box;9999;9932004
68091908;4;15;4;3;Road Rescue;9999;9932006
68091909;4;15;5;3;Toilet;9999;9932005
68091910;4;15;6;3;Unspecified;9999;9932001
68157441;4;16;1;3;Art School;9;7372012
68157442;4;16;2;3;Child Care Facility;9;7372003
68157443;4;16;3;3;Culinary School;9;7372015
68157444;4;16;4;3;Driving School;9;7372016
68157445;4;16;5;3;High School;9;7372006
68157446;4;16;6;3;Language School;9;7372010
68157447;4;16;7;3;Middle School;9;7372014
68157448;4;16;8;3;Pre School;9;7372004
68157449;4;16;9;3;Primary School;9;7372005
68157450;4;16;10;3;School;9;7372002
68157451;4;16;11;3;Senior High School;9;7372007
68157452;4;16;12;3;Special School;9;7372013
68157453;4;16;13;3;Sport School;9;7372011
68157454;4;16;14;3;Technical School;9;7372009
68157455;4;16;15;3;Unspecified;9;7372001
68157456;4;16;16;3;Vocational Training;9;7372008
68222977;4;17;1;3;Traffic Control Department;9999;7301002
68222978;4;17;2;3;Unspecified;9999;7301001
84017153;5;2;1;3;General Practitioner;9999;9373002
84017154;5;2;2;3;Specialist;9999;9373003
84017155;5;2;3;3;Unspecified;9999;9373001
84082689;5;3;1;3;Ambulance Unit;9999;9663005
84082690;5;3;2;3;Blood Bank;9999;9663004
84082691;5;3;3;3;Personal Care Facility;9999;9663003
84082692;5;3;4;3;Personal Service;9999;9663002
84082693;5;3;5;3;Unspecified;9999;9663001
84148225;5;4;1;3;General;9999;7321002
84148226;5;4;2;3;Hospital for Women and Children;9;7321005
84148227;5;4;3;3;Hospital of Chinese Medicine;9;7321004
84148228;5;4;4;3;Special;9999;7321003
84148229;5;4;5;3;Unspecified;9999;7321001
100728833;6;1;1;3;Bay;9999;8099016
100728834;6;1;2;3;Cape;9999;8099020
100728835;6;1;3;3;Cave;9999;8099003
100728836;6;1;4;3;Cove;9999;8099017
100728837;6;1;5;3;Dune;9999;8099005
100728838;6;1;6;3;Harbor;9999;8099018
100728839;6;1;7;3;Hill;9999;8099025
100728840;6;1;8;3;Island;9999;8099022
100728841;6;1;9;3;Lagoon;9999;8099019
100728842;6;1;10;3;Locale;9999;8099027
100728843;6;1;11;3;Marsh/Swamp/Vlei;9999;8099023
100728844;6;1;12;3;Mineral/Hot Springs;9999;8099021
100728845;6;1;13;3;Mountain Peak;9999;8099002
100728846;6;1;14;3;Oasis;9999;8099011
100728847;6;1;15;3;Pan;9999;8099009
100728848;6;1;16;3;Plain/Flat;9999;8099007
100728849;6;1;17;3;Plateau;9999;8099008
100728850;6;1;18;3;Quarry;9999;8099026
100728851;6;1;19;3;Rapids;9999;8099015
100728852;6;1;20;3;Reef;9999;8099014
100728853;6;1;21;3;Reservoir;9999;8099013
100728854;6;1;22;3;Ridge;9999;8099004
100728855;6;1;23;3;River Crossing;9999;8099024
100728856;6;1;24;3;Rocks;9999;8099012
100728857;6;1;25;3;Unspecified;9999;8099001
100728858;6;1;26;3;Valley;9999;8099006
100728859;6;1;27;3;Well;9999;8099010
117506049;7;1;1;3;Amusement Arcade;9999;9902002
117506050;7;1;2;3;Amusement Park;9999;9902003
117506051;7;1;3;3;Amusement Place;9999;9902004
117506052;7;1;4;3;Unspecified;9999;9902001
117637121;7;3;1;3;Cinema;9;7342002
117637122;7;3;2;3;Drive-In Cinema;9;7342003
117637123;7;3;3;3;Unspecified;9;7342001
117702657;7;4;1;3;Beach Club;9999;9937002
117702658;7;4;2;3;Hockey Club;9999;9937003
117702659;7;4;3;3;Unspecified;9999;9937001
117964801;7;8;1;3;Bowling;9999;9378002
117964802;7;8;2;3;Dance Studio & School;9999;9378003
117964803;7;8;3;3;Flying Club;9999;9378004
117964804;7;8;4;3;Sauna, Solarium & Massage;9999;9378005
117964805;7;8;5;3;Snooker, Pool & Billiard;9999;9378006
117964806;7;8;6;3;Unspecified;9999;9378001
118030337;7;9;1;3;Marina;9999;7347002
118030338;7;9;2;3;Unspecified;9999;7347001
118030339;7;9;3;3;Yacht Basin;9999;7347003
118161409;7;11;1;3;Bar;9999;9379004
118161410;7;11;2;3;Cocktail Bar;9999;9379006
118161411;7;11;3;3;Comedy Club;9999;9379009
118161412;7;11;4;3;Discotheque;9999;9379002
118161413;7;11;5;3;Jazz Club;9999;9379008
118161414;7;11;6;3;Karaoke Club;9999;9379010
118161415;7;11;7;3;Private Club;9999;9379003
118161416;7;11;8;3;Unspecified;9999;9379001
118161417;7;11;9;3;Wine Bar;9999;9379007
118226945;7;12;1;3;Battlefield;9999;9362002
118226946;7;12;2;3;Boat Launching Ramp;9999;9362032
118226947;7;12;3;3;Cemetery;9999;9362003
118226948;7;12;4;3;Fairground;9999;9362017
118226949;7;12;5;3;Fishing & Hunting Area;9999;9362016
118226950;7;12;6;3;Forest Area;9999;9362015
118226951;7;12;7;3;Historical Park;9999;9362005
118226952;7;12;8;3;Historic Site;9999;9362004
118226953;7;12;9;3;Lakeshore;9999;9362006
118226954;7;12;10;3;Memorial;9999;9362007
118226955;7;12;11;3;Natural Attraction;9999;9362030
118226956;7;12;12;3;Other Winter Sport;9999;9362025
118226957;7;12;13;3;Park;9999;9362008
118226958;7;12;14;3;Parkway;9999;9362009
118226959;7;12;15;3;Picnic Area;9999;9362033
118226960;7;12;16;3;Preserve;9999;9362010
118226961;7;12;17;3;Recreation Area;9999;9362011
118226962;7;12;18;3;River Scenic Area;9999;9362036
118226963;7;12;19;3;Seashore;9999;9362013
118226964;7;12;20;3;Ski Resort;9999;9362026
118226965;7;12;21;3;Unspecified;9999;9362001
118226966;7;12;22;3;Wilderness Area;9999;9362014
118292481;7;13;1;3;Amphitheater;9;7318007
118292482;7;13;2;3;Cabaret;9;7318006
118292483;7;13;3;3;Concert Hall;9;7318002
118292484;7;13;4;3;Dinner Theater;9;7318008
118292485;7;13;5;3;Music Center;9;7318003
118292486;7;13;6;3;Opera;9;7318004
118292487;7;13;7;3;Theater;9;7318005
118292488;7;13;8;3;Unspecified;9;7318001
118358017;7;14;1;3;Adventure Vehicle;9999;7302003
118358018;7;14;2;3;Hiking;9999;7302004
118358019;7;14;3;3;Horse Riding;9999;7302005
118358020;7;14;4;3;Mountain Bike;9999;7302002
118358021;7;14;5;3;Rock Climbing;9999;7302006
118358022;7;14;6;3;Unspecified;9999;7302001
118489089;7;16;1;3;Aquatic Zoo & Marine Park;9;9927004
118489090;7;16;2;3;Arboreta & Botanical Gardens;9;9927002
118489091;7;16;3;3;Unspecified;9;9927001
118489092;7;16;4;3;Wildlife Park;9;9927005
118489093;7;16;5;3;Zoo;9;9927003
134283265;8;1;1;3;Caravan Site;9999;7360003
134283266;8;1;2;3;Recreational;9999;7360002
134283267;8;1;3;3;Unspecified;9999;7360001
134348801;8;2;1;3;Apartment;9999;7304006
134348802;8;2;2;3;Bungalow;9999;7304004
134348803;8;2;3;3;Chalet;9999;7304005
134348804;8;2;4;3;Cottage;9999;7304002
134348805;8;2;5;3;Unspecified;9999;7304001
134348806;8;2;6;3;Villa;9999;7304003
134414337;8;3;1;3;Bed & Breakfast & Guest Houses;9;7314002
134414338;8;3;2;3;Cabins & Lodges;9;7314007
134414339;8;3;3;3;Hostel;9;7314004
134414340;8;3;4;3;Hotel;9;7314003
134414341;8;3;5;3;Motel;9;7314006
134414342;8;3;6;3;Resort;9;7314005
134414343;8;3;7;3;Rest Camps;9;7314008
134414344;8;3;8;3;Unspecified;9;7314001
134479873;8;4;1;3;Condominium Complex;9999;7303006
134479874;8;4;2;3;Flats/Apartment Complex;9999;7303003
134479875;8;4;3;3;Residential Estate;9999;7303004
134479876;8;4;4;3;Retirement Community;9999;7303002
134479877;8;4;5;3;Townhouse Complex;9999;7303005
134479878;8;4;6;3;Unspecified;9999;7303001
151126017;9;2;1;3;Farmers;9999;7332004
151126018;9;2;2;3;Informal;9999;7332002
151126019;9;2;3;3;Public;9999;7332003
151126020;9;2;4;3;Supermarkets & Hypermarkets;9999;7332005
151126021;9;2;5;3;Unspecified;9999;7332001
151191553;9;3;1;3;Agricultural Supplies;9999;9361073
151191554;9;3;2;3;Animal Services;9999;9361048
151191555;9;3;3;3;Antique/Art;9999;9361049
151191556;9;3;4;3;Bags & Leatherwear;9999;9361058
151191557;9;3;5;3;Beauty Salon;9999;9361067
151191558;9;3;6;3;Beauty Supplies;9999;9361050
151191559;9;3;7;3;Betting Station;9999;9361072
151191560;9;3;8;3;Boating Equipment & Accessories;9999;9361083
151191561;9;3;9;3;Book Shops;9999;9361002
151191562;9;3;10;3;CD's, DVD & Videos;9999;9361003
151191563;9;3;11;3;CD/Video Rental;9999;9361044
151191564;9;3;12;3;Christmas/Holiday Store;9999;9361082
151191565;9;3;13;3;Clothing & Accessories: Children;9999;9361004
151191566;9;3;14;3;Clothing & Accessories: Footwear & Shoe Repairs;9999;9361005
151191567;9;3;15;3;Clothing & Accessories: General;9999;9361006
151191568;9;3;16;3;Clothing & Accessories: Men;9999;9361007
151191569;9;3;17;3;Clothing & Accessories: Specialty;9999;9361079
151191570;9;3;18;3;Clothing & Accessories: Women;9999;9361008
151191571;9;3;19;3;Construction Material & Equipment;9999;9361042
151191572;9;3;20;3;Convenience Stores;9999;9361009
151191573;9;3;21;3;Delicatessen;9999;9361060
151191574;9;3;22;3;Drive Through Bottle Shop;9999;9361076
